item_gallery_id,item_id,original_name,encrypted_name,file_path,width,height,size,default,for_web,order,status,updated_by,updated_date
491,35459,"Oliva Sampler Variety Box (6)_3SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,674642,0,0,0,active,132,"2023-01-06 15:29:28"
492,36586,"Oliva Sampler Event Special Box (5)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,352317,0,0,1,active,124,"2023-01-06 14:26:56"
493,36586,"Oliva Sampler Event Special Box (5)_4SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,849151,1,0,0,active,124,"2023-01-06 14:26:58"
494,47348,"Oliva Sampler Master Blends Assortment Box (4)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,487680,0,0,1,active,124,"2023-01-06 14:33:43"
495,47348,"Oliva Sampler Master Blends Assortment Box (4)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,948149,1,0,0,active,124,"2023-01-06 14:33:47"
496,39173,"Oliva Sampler Nub Nuance Box (6)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,424602,0,0,1,active,124,"2023-01-06 14:40:50"
497,39173,"Oliva Sampler Nub Nuance Box (6)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,810447,1,0,0,active,124,"2023-01-06 14:40:52"
498,45273,"God of Fire Serie Anniversario 5-Cigar Assortment Box (5)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,442280,0,0,1,active,124,"2023-01-06 14:48:04"
499,45273,"God of Fire Serie Anniversario 5-Cigar Assortment Box (5)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,766768,1,0,0,active,124,"2023-01-06 14:48:08"
500,43258,"Curivari Curivari Sampler No.4 Box (10)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,526243,0,0,2,active,124,"2023-01-06 14:58:40"
501,43258,"Curivari Curivari Sampler No.4 Box (10)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,684268,1,0,1,active,124,"2023-01-06 14:58:43"
502,43258,"Curivari Curivari Sampler No.4 Box (10)_7SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,963451,0,0,0,active,124,"2023-01-06 14:58:40"
503,43259,"Curivari Curivari Samplers Buenaventura Box (5)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,546531,1,0,1,active,124,"2023-01-06 15:04:42"
504,43259,"Curivari Curivari Samplers Buenaventura Box (5)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,518938,0,0,0,active,124,"2023-01-06 15:04:30"
505,39358,"DBL Limited Edition Special Edition Sampler Box (5)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,574199,1,0,1,active,124,"2023-01-06 15:13:33"
506,39358,"DBL Limited Edition Special Edition Sampler Box (5)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,325886,0,0,0,active,124,"2023-01-06 15:13:27"
507,48473,"H Upmann Samplers Toro Tin (round) (8)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,826628,0,0,3,active,124,"2023-01-06 15:30:03"
508,48473,"H Upmann Samplers Toro Tin (round) (8)_1SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,896213,1,0,2,active,124,"2023-01-06 15:30:18"
509,48473,"H Upmann Samplers Toro Tin (round) (8)_3SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,806667,0,0,1,active,124,"2023-01-06 15:30:03"
510,48473,"H Upmann Samplers Toro Tin (round) (8)_4SZ.jpg",-4.jpg,uploads/item_gallery/-4.jpg,1080,1080,958528,0,0,0,active,124,"2023-01-06 15:30:03"
511,44327,"Las Calaveras LE 2022 Sampler Box of 4_6SZ.png",-1.png,uploads/item_gallery/-1.png,1080,1080,792097,1,0,2,active,124,"2023-01-06 15:34:02"
512,44327,"Las Calaveras LE 2022 Sampler Box of 4_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,225664,0,0,1,active,124,"2023-01-06 15:33:58"
513,44327,"Las Calaveras LE 2022 Sampler Box of 4_7SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,498763,0,0,0,active,124,"2023-01-06 15:33:58"
514,39121,"San Cristobal Samplers 60 Ring Assortment Box (6)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,472055,0,0,1,active,124,"2023-01-06 15:50:58"
515,39121,"San Cristobal Samplers 60 Ring Assortment Box (6)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,768981,1,0,0,active,124,"2023-01-06 15:51:00"
516,47685,"EP Carrillo Limited Edition Trilogy Pack (3)_6SZ.png",-1.png,uploads/item_gallery/-1.png,1080,1080,1125248,1,0,1,active,124,"2023-01-06 16:01:06"
517,47685,"EP Carrillo Limited Edition Trilogy Pack (3)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,349426,0,0,0,active,124,"2023-01-06 16:01:04"
518,38160,"Cusano Assortment 4-Pack Robusto (4)_3SZ.png",-1.png,uploads/item_gallery/-1.png,1080,1080,823358,1,0,0,active,124,"2023-01-06 16:07:50"
519,48793,"Leaf by Oscar Toro Sampler (4)_1SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,699008,1,0,0,active,124,"2023-01-06 16:11:13"
520,46191,"La Galera Samplers Exclusive Sampler Box (10)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,948953,1,0,1,active,124,"2023-01-06 16:17:34"
521,46191,"La Galera Samplers Exclusive Sampler Box (10)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,408725,0,0,0,active,124,"2023-01-06 16:17:32"
522,36585,"Oliva Sampler Nub with Punch Cutter Box (4)_6SZ.png",-1.png,uploads/item_gallery/-1.png,1080,1080,804005,1,0,1,active,124,"2023-01-06 16:26:23"
523,36585,"Oliva Sampler Nub with Punch Cutter Box (4)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,321891,0,0,0,active,124,"2023-01-06 16:26:21"
524,39120,"Ashton Samplers 10 Cigar Assortment Box (10)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,870160,1,0,1,active,124,"2023-01-06 16:36:16"
525,39120,"Ashton Samplers 10 Cigar Assortment Box (10)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,509130,0,0,0,active,124,"2023-01-06 16:36:15"
526,50094,"La Aroma de Cuba Best Seller Samplers w Lighter (5)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,854896,1,0,1,active,124,"2023-01-06 16:41:56"
527,50094,"La Aroma de Cuba Best Seller Samplers w Lighter (5)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,578190,0,0,0,active,124,"2023-01-06 16:41:54"
528,47956,"La Aroma de Cuba Best Seller Samplers w Lighter (5)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,578190,0,0,1,active,124,"2023-01-06 16:46:59"
529,47956,"La Aroma de Cuba Best Seller Samplers w Lighter (5)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,854896,1,0,0,active,124,"2023-01-06 16:47:01"
530,39119,"Ashton Samplers 5 Cigar Assortment Box (5)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,249306,0,0,1,active,124,"2023-01-06 16:53:47"
531,39119,"Ashton Samplers 5 Cigar Assortment Box (5)_4SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,723680,1,0,0,active,124,"2023-01-06 16:53:50"
532,41908,"La Aroma de Cuba Samplers LAdC & San Cris Assortment Box (5)_6SZ.png",-1.png,uploads/item_gallery/-1.png,1080,1080,1020728,1,0,1,active,124,"2023-01-06 17:05:33"
533,41908,"La Aroma de Cuba Samplers LAdC & San Cris Assortment Box (5)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,434939,0,0,0,active,124,"2023-01-06 17:05:31"
534,48764,"Villiger Brand Display Humibag 93 Robusto Sampler (5)_1SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,760514,1,0,0,active,124,"2023-01-06 17:14:32"
536,49383,"Liga Privada H99 Robusto Box (24)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,742024,1,0,2,active,124,"2023-01-10 09:01:24"
537,49383,"Liga Privada H99 Robusto Box (24)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,941055,0,0,1,active,124,"2023-01-10 09:01:21"
538,49383,"Liga Privada H99 Robusto Box (24)_7SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,967156,0,0,0,active,124,"2023-01-10 09:01:21"
539,43502,"Davidoff White Nicaragua Box Pressed Toro Pack (5-4)_1SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,628021,0,0,0,active,124,"2023-01-10 09:04:39"
540,38411,"Davidoff White Nicaragua Box Pressed Toro Box (12)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,835216,1,0,2,active,124,"2023-01-10 09:13:06"
541,38411,"Davidoff White Nicaragua Box Pressed Toro Box (12)_7SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,1033513,0,0,1,active,124,"2023-01-10 09:13:03"
542,38411,"Davidoff White Nicaragua Box Pressed Toro Box (12)_3SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,499507,0,0,0,active,124,"2023-01-10 09:13:03"
543,43486,"Davidoff White Signature Toro Pack (5-4)_1SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,440726,0,0,0,active,124,"2023-01-10 09:15:14"
544,43465,"Davidoff White Premium Selection White Tubos Box (3)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,210136,0,0,1,active,124,"2023-01-10 09:22:42"
545,43465,"Davidoff White Premium Selection White Tubos Box (3)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,234420,1,0,0,active,124,"2023-01-10 09:22:44"
546,43467,"Davidoff White Premium Selection Gift Assorted Box (12)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,363148,0,0,1,active,124,"2023-01-10 09:35:05"
547,43467,"Davidoff White Premium Selection Gift Assorted Box (12)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,763786,1,0,0,active,124,"2023-01-10 09:35:07"
548,49228,"Davidoff White Limited Gift Selection Robusto Box (5)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,383556,0,0,1,active,124,"2023-01-10 09:40:42"
549,49228,"Davidoff White Limited Gift Selection Robusto Box (5)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,580705,1,0,0,active,124,"2023-01-10 09:40:44"
550,49229,"Davidoff White Limited Gift Selection Figurado Box (5)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,614820,1,0,1,active,124,"2023-01-10 09:47:21"
551,49229,"Davidoff White Limited Gift Selection Figurado Box (5)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,384482,0,0,0,active,124,"2023-01-10 09:47:19"
552,43444,"Davidoff White Grand Cru Toro Box (25)_4SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,860658,1,0,2,active,124,"2023-01-10 09:54:30"
553,43444,"Davidoff White Grand Cru Toro Box (25)_7SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,1024743,0,0,1,active,124,"2023-01-10 09:54:28"
554,43444,"Davidoff White Grand Cru Toro Box (25)_5SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,958092,0,0,0,active,124,"2023-01-10 09:54:28"
555,38406,"Davidoff White Millennium Toro Box (10)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,482072,0,0,2,active,124,"2023-01-10 10:03:22"
556,38406,"Davidoff White Millennium Toro Box (10)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,706992,1,0,1,active,124,"2023-01-10 10:03:24"
557,38406,"Davidoff White Millennium Toro Box (10)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,913102,0,0,0,active,124,"2023-01-10 10:03:22"
558,39185,"Davidoff White Millennium Toro Box (10)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,482072,0,0,2,active,124,"2023-01-10 10:12:55"
559,39185,"Davidoff White Millennium Toro Box (10)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,706992,1,0,1,active,124,"2023-01-10 10:12:57"
560,39185,"Davidoff White Millennium Toro Box (10)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,913102,0,0,0,active,124,"2023-01-10 10:12:55"
561,38413,"Davidoff White Winston Churchill Late Hour Toro Box (20)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,450530,0,0,2,active,124,"2023-01-10 10:22:28"
562,38413,"Davidoff White Winston Churchill Late Hour Toro Box (20)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,668615,1,0,1,active,124,"2023-01-10 10:22:31"
563,38413,"Davidoff White Winston Churchill Late Hour Toro Box (20)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,939640,0,0,0,active,124,"2023-01-10 10:22:28"
564,40697,"Davidoff White Winston Churchill Churchill Box (20)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,252697,0,0,2,active,124,"2023-01-10 10:32:20"
565,40697,"Davidoff White Winston Churchill Churchill Box (20)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,616851,1,0,1,active,124,"2023-01-10 10:32:22"
566,40697,"Davidoff White Winston Churchill Churchill Box (20)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,938659,0,0,0,active,124,"2023-01-10 10:32:20"
567,43445,"Davidoff White Grand Cru Toro Pack (5-4)_1SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,443193,0,0,0,active,124,"2023-01-10 10:34:13"
568,46271,"Davidoff White Winston Churchill Late Hour Toro Box (5-4)_1SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,671579,0,0,0,active,124,"2023-01-10 10:35:49"
569,43510,"Davidoff White Millennium Toro Pack (5-4)_1SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,418186,0,0,0,active,124,"2023-01-10 10:37:31"
570,43485,"Davidoff White Winston Churchill Toro Pack (5-4)_1SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,372780,0,0,0,active,124,"2023-01-10 10:39:08"
571,45363,"Fratello Arlequin Toro Box (20)_6SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,694447,1,0,2,active,124,"2023-01-11 14:29:16"
572,45363,"Fratello Arlequin Toro Box (20)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,418843,0,0,1,active,124,"2023-01-11 14:29:13"
573,45363,"Fratello Arlequin Toro Box (20)_7SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,972360,0,0,0,active,124,"2023-01-11 14:29:13"
574,47117,"Fratello Limited Production The Texan Box (20)_3CTC.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,501454,0,0,NULL,perged,124,"2023-01-11 14:42:59"
575,47117,"Fratello Limited Production The Texan Box (20)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,803290,1,0,2,active,124,"2023-01-11 14:43:05"
576,47117,"Fratello Limited Production The Texan Box (20)_3SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,524877,0,0,1,active,124,"2023-01-11 14:43:03"
577,47117,"Fratello Limited Production The Texan Box (20)_7SZ.jpg",-4.jpg,uploads/item_gallery/-4.jpg,1080,1080,966899,0,0,0,active,124,"2023-01-11 14:43:03"
578,46069,"Fratello Rosso Toro Bundle (15)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,587684,1,0,1,active,124,"2023-01-11 14:48:54"
579,46069,"Fratello Rosso Toro Bundle (15)_4SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,246915,0,0,0,active,124,"2023-01-11 14:48:52"
580,46068,"Fratello Rosso Toro Bundle (15)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,587684,0,0,NULL,perged,124,"2023-01-11 14:52:46"
581,46068,"Fratello Rosso Toro Bundle (15)_4SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,246915,0,0,NULL,perged,124,"2023-01-11 14:52:45"
582,46068,"Fratello Verde Toro Bundle (15)_3SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,560635,1,0,1,active,124,"2023-01-11 14:52:55"
583,46068,"Fratello Verde Toro Bundle (15)_4SZ.jpg",-4.jpg,uploads/item_gallery/-4.jpg,1080,1080,222863,0,0,0,active,124,"2023-01-11 14:52:53"
584,46065,"Fratello Blue Toro Bundle (15)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,540730,1,0,1,active,124,"2023-01-11 14:55:38"
585,46065,"Fratello Blue Toro Bundle (15)_4SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,228344,0,0,0,active,124,"2023-01-11 14:55:36"
586,37183,"La Flor Dominicana Limited Andalusian Bull Box (10)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,446226,0,0,2,active,124,"2023-01-11 15:14:17"
587,37183,"La Flor Dominicana Limited Andalusian Bull Box (10)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,981262,1,0,1,active,124,"2023-01-11 15:14:18"
588,37183,"La Flor Dominicana Limited Andalusian Bull Box (10)_10SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,1084413,0,0,0,active,124,"2023-01-11 15:14:17"
589,50117,"Gurkha 5 Robusto Tubo Sampler_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,725868,0,0,1,active,124,"2023-01-11 15:18:54"
590,50117,"Gurkha 5 Robusto Tubo Sampler_4SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,1059046,1,0,0,active,124,"2023-01-11 15:18:56"
591,50123,"Warped the Devil's Hands Corona Especial Box (25)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,572368,0,0,2,active,124,"2023-01-12 16:16:57"
592,50123,"Warped the Devil's Hands Corona Especial Box (25)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,770802,1,0,1,active,124,"2023-01-12 16:16:59"
593,50123,"Warped the Devil's Hands Corona Especial Box (25)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,888309,0,0,0,active,124,"2023-01-12 16:16:57"
594,50124,"Espinosa Murcielago Churchill Box (20)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,550015,0,0,2,active,124,"2023-01-12 16:26:52"
595,50124,"Espinosa Murcielago Churchill Box (20)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,691267,1,0,1,active,124,"2023-01-12 16:26:54"
596,50124,"Espinosa Murcielago Churchill Box (20)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,769175,0,0,0,active,124,"2023-01-12 16:26:52"
597,48882,"Opus X Rare Black May 2022 Torpedo Box (10)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,813548,0,0,2,active,124,"2023-01-12 16:43:45"
598,48882,"Opus X Rare Black May 2022 Torpedo Box (10)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,418235,0,0,1,active,124,"2023-01-12 16:43:45"
599,48882,"Opus X Rare Black May 2022 Torpedo Box (10)_4SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,863018,0,0,0,active,124,"2023-01-12 16:43:44"
600,48883,"Opus X Tauros the Bull Mad May 2022 Yellow Box (10)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,487435,0,0,2,active,124,"2023-01-12 16:58:08"
601,48883,"Opus X Tauros the Bull Mad May 2022 Yellow Box (10)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,996414,1,0,1,active,124,"2023-01-12 16:58:10"
602,48883,"Opus X Tauros the Bull Mad May 2022 Yellow Box (10)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,1165682,0,0,0,active,124,"2023-01-12 16:58:08"
603,47855,"Eiroa Jamastran 1118 Box (18)_4SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,733607,1,0,1,active,124,"2023-01-13 09:26:42"
604,47855,"Eiroa Jamastran 1118 Box (18)_1SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,913037,0,0,0,active,124,"2023-01-13 09:26:39"
605,35532,"Padron 1926 Natural Family Reserve 46 Years Box (10)_4CTC.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,936009,1,0,2,active,124,"2023-01-16 16:23:13"
606,35532,"Padron 1926 Natural Family Reserve 46 Years Box (10)_5CTC.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,1181939,0,0,1,active,124,"2023-01-16 16:23:12"
607,35532,"Padron 1926 Natural Family Reserve 46 Years Box (10)_3CTC.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,673969,0,0,0,active,124,"2023-01-16 16:23:12"
608,36560,"Padron 1964 Natural Hermoso Box (26)_4SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,987012,1,0,2,active,124,"2023-01-16 16:29:56"
609,36560,"Padron 1964 Natural Hermoso Box (26)_3SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,533048,0,0,1,active,124,"2023-01-16 16:29:54"
610,36560,"Padron 1964 Natural Hermoso Box (26)_5SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,1347289,0,0,0,active,124,"2023-01-16 16:29:54"
611,36558,"Padron 1964 Maduro Hermoso Box (26)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,561176,0,0,2,active,124,"2023-01-16 16:34:29"
612,36558,"Padron 1964 Maduro Hermoso Box (26)_4SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,964762,1,0,1,active,124,"2023-01-16 16:34:32"
613,36558,"Padron 1964 Maduro Hermoso Box (26)_5SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,1169028,0,0,0,active,124,"2023-01-16 16:34:29"
614,42427,"Montecristo Samplers The Full Monte Humibag (8-5)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,577348,0,0,1,active,124,"2023-01-16 16:43:42"
615,42427,"Montecristo Samplers The Full Monte Humibag (8-5)_4SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,759054,1,0,0,active,124,"2023-01-16 16:43:44"
616,50134,"Romeo y Julieta Reserva Real Twisted Love Story Box (25)_4SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,943001,1,0,2,active,124,"2023-01-17 12:48:57"
617,50134,"Romeo y Julieta Reserva Real Twisted Love Story Box (25)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,813528,0,0,1,active,124,"2023-01-17 12:48:54"
618,50134,"Romeo y Julieta Reserva Real Twisted Love Story Box (25)_7SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,1157630,0,0,0,active,124,"2023-01-17 12:48:54"
619,48687,"Tatuaje TUXTLA 7th Box (25)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,966912,0,0,2,active,124,"2023-01-18 09:44:41"
620,48687,"Tatuaje TUXTLA 7th Box (25)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,858610,1,0,1,active,124,"2023-01-18 09:44:43"
621,48687,"Tatuaje TUXTLA 7th Box (25)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,927251,0,0,0,active,124,"2023-01-18 09:44:41"
622,48689,"Tatuaje TUXTLA T110 Box (25)_5SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,945744,1,0,2,active,124,"2023-01-18 09:50:18"
623,48689,"Tatuaje TUXTLA T110 Box (25)_7SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,1030586,0,0,1,active,124,"2023-01-18 09:50:16"
624,48689,"Tatuaje TUXTLA T110 Box (25)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,1125756,0,0,0,active,124,"2023-01-18 09:50:16"
625,48688,"Tatuaje TUXTLA Avion Box (25)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,886593,0,0,2,active,124,"2023-01-18 09:58:22"
626,48688,"Tatuaje TUXTLA Avion Box (25)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,917370,1,0,1,active,124,"2023-01-18 09:58:32"
627,48688,"Tatuaje TUXTLA Avion Box (25)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,866592,0,0,0,active,124,"2023-01-18 09:58:22"
628,48361,"Tatuaje Nuevitas Jibaro #1 5x54 Box (50)_5SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,848014,1,0,2,active,124,"2023-01-18 10:09:53"
629,48361,"Tatuaje Nuevitas Jibaro #1 5x54 Box (50)_7SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,1116208,0,0,1,active,124,"2023-01-18 10:09:51"
630,48361,"Tatuaje Nuevitas Jibaro #1 5x54 Box (50)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,1194616,0,0,0,active,124,"2023-01-18 10:09:51"
631,40494,"Tatuaje Negociant Monopole No 1 Robusto Box (25)_7SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,905605,0,0,2,active,124,"2023-01-18 10:22:49"
632,40494,"Tatuaje Negociant Monopole No 1 Robusto Box (25)_5SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,974385,1,0,1,active,124,"2023-01-18 10:22:52"
633,40494,"Tatuaje Negociant Monopole No 1 Robusto Box (25)_2SZ.jpg",-3.jpg,uploads/item_gallery/-3.jpg,1080,1080,1082771,0,0,0,active,124,"2023-01-18 10:22:49"
634,44920,"Esteban Carreras Cashmere Connecticut Toro Box (20)_3SZ.jpg",-1.jpg,uploads/item_gallery/-1.jpg,1080,1080,456279,0,0,2,active,124,"2023-01-18 15:16:14"
635,44920,"Esteban Carreras Cashmere Connecticut Toro Box (20)_6SZ.jpg",-2.jpg,uploads/item_gallery/-2.jpg,1080,1080,820385,1,0,1,active,124,"2023-01-18 15:16:16"
