variety_id,alias,variety,variety_name,mfr_item,list_price,is_promo_item,promotion_code,measure,mfr_family,item_category_id,is_limited_edition,is_distributed,is_consignment,is_exclusive,brand_id,model_id,class_id,quickbook_variety_id,is_bo_available,is_active,is_online,status,abbreviation,updated_by,updated_date
25762,1400cc,1400cc,"Acid Blue 1400cc",NULL,120.14,0,NULL,Count,NULL,2,0,0,0,0,1164,8747,87,NULL,0,1,0,active,140,1,"2024-02-22 03:35:10"
25763,"Atom Maduro","Atom Maduro","Acid Gold Atom Maduro",NULL,135.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8750,87,8000005A-1470285392,NULL,1,NULL,active,ATO,1,"2023-11-10 05:19:12"
25764,Blondie,"Blondie Box (40)","Acid Blue Blondie Box (40)",NULL,136.14,0,NULL,Count,NULL,4,0,0,0,0,1164,8747,87,NULL,0,1,0,inactive,BLONDIE,105,"2023-11-10 05:19:12"
25765,"Blondie Belicoso","Blondie Belicoso","Acid Blue Blondie Belicoso",NULL,124.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8747,87,8000005C-1470285392,NULL,1,NULL,active,BLONDIEB,105,"2023-11-10 05:19:12"
25766,"Blondie Maduro","Blondie Maduro","Acid Blue Blondie Maduro",NULL,136.14,0,NULL,Count,NULL,2,0,0,0,0,1164,8747,87,NULL,0,1,0,active,BLONDIEM,1,"2024-02-22 06:08:00"
25767,"Blue Connecticut","Blue Connecticut","Acid Krush Classic Blue Connecticut",NULL,55.00,0,NULL,Count,NULL,4,0,0,0,0,1164,7460,87,NULL,0,1,0,inactive,BLUEC,148,"2023-11-10 05:19:12"
25768,C-Notes,C-Notes,"Acid Purple C-Notes",NULL,99.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8749,87,8000005F-1470285393,NULL,1,NULL,active,CNO,105,"2023-11-10 05:19:12"
25769,"Cold Infusion","Cold Infusion","Acid Gold Cold Infusion",NULL,124.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8750,87,80000061-1470285393,NULL,1,NULL,active,COLDI,1,"2023-11-10 05:19:12"
25770,"Collector's Tin","Collector's Tin","Acid Original Collector's Tin",NULL,46.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,7012,87,80000062-1470285393,NULL,1,NULL,active,COLLEC,60,"2023-11-10 05:19:12"
25771,"Deep Dish","Deep Dish","Acid Blue Deep Dish",NULL,145.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8747,87,80000063-1470285393,NULL,1,NULL,active,DEE,105,"2023-11-10 05:19:12"
25772,Earthiness,Earthiness,"Acid Gold Earthiness",NULL,103.89,0,NULL,Count,NULL,4,0,0,0,0,1164,8750,87,NULL,0,1,1,active,EAR,98,"2023-11-10 05:19:05"
25773,"Extra Ordinary Larry","Extra Ordinary Larry","Acid Purple Extra Ordinary Larry",NULL,74.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8749,87,80000065-1470285393,NULL,1,NULL,active,EXTRA,105,"2023-11-10 05:19:12"
25774,"Gold Sumatra","Gold Sumatra","Acid Krush Classic Gold Sumatra",NULL,55.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,7460,87,80000068-1470285393,NULL,1,NULL,active,GOLD,105,"2023-11-10 05:19:12"
25775,"Kuba Deluxe","Kuba Deluxe","Acid Blue Kuba Deluxe",NULL,70.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8747,87,8000006A-1470285393,NULL,1,NULL,active,KUBADE,105,"2023-11-10 05:19:12"
25776,"Kuba Grande","Kuba Grande","Acid Blue Kuba Grande",NULL,74.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8747,87,8000006B-1470285393,NULL,1,NULL,active,KUBAG,105,"2023-11-10 05:19:12"
25777,"Kuba Kuba","Kuba Kuba","Acid Blue Kuba Kuba",NULL,136.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8747,87,8000006C-1470285393,NULL,1,NULL,active,KUBAK,105,"2023-11-10 05:19:12"
25778,"Kuba Maduro","Kuba Maduro","Acid Blue Kuba Maduro",NULL,136.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8747,87,8000006D-1470285393,NULL,1,NULL,active,KUBAMA,105,"2023-11-10 05:19:12"
25779,Liquid,Liquid,"Acid Red Liquid",NULL,127.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8748,87,8000006E-1470285393,NULL,1,NULL,active,LIQ,124,"2023-11-10 05:19:12"
25780,"Morado Maduro","Morado Maduro","Acid Krush Classic Morado Maduro",NULL,55.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,7460,87,80000070-1470285394,NULL,1,NULL,active,MOR,105,"2023-11-10 05:19:12"
25781,Nasty,Nasty,"Acid Red Nasty",NULL,103.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8748,87,80000071-1470285394,NULL,0,NULL,active,NAST,98,"2023-11-10 05:19:12"
25782,Nefasto,Nefasto,"Acid Red Nefasto",NULL,41.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8748,87,80000072-1470285394,NULL,0,NULL,active,NEF,59,"2023-11-10 05:19:12"
25783,One,One,"Acid Original One",NULL,130.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,7012,87,80000073-1470285394,NULL,1,NULL,active,ACI:ONE,1,"2023-11-10 05:19:12"
25784,"Red Cameroon","Red Cameroon","Acid Krush Classic Red Cameroon",NULL,55.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,7460,87,80000074-1470285394,NULL,1,NULL,active,REDC,105,"2023-11-10 05:19:12"
25785,Roam,Roam,"Acid Purple Roam",NULL,68.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8749,87,80000075-1470285394,NULL,1,NULL,active,ROAM,105,"2023-11-10 05:19:12"
25786,Toast,Toast,"Acid Gold Toast",NULL,137.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8750,87,80000076-1470285394,NULL,1,NULL,active,TOAS,1,"2023-11-10 05:19:12"
25787,Wafe,Wafe,"Acid Blue Wafe",NULL,82.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,8747,87,80000077-1470285394,NULL,1,NULL,active,WAF,1,"2023-11-10 05:19:12"
25788,Churchill,Churchill,"AJ Fernandez Enclave Habano Churchill",NULL,90.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,7147,87,80000082-1470285395,NULL,1,NULL,active,AJF:CHURCHILL,1,"2023-11-10 05:19:12"
25789,Robusto,Robusto,"AJ Fernandez Enclave Habano Robusto",NULL,80.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,7147,87,80000083-1470285395,NULL,1,NULL,active,AJF:ROBUSTO,1,"2023-11-10 05:19:12"
25790,Toro,Toro,"AJ Fernandez Enclave Habano Toro",NULL,85.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,7147,87,80000084-1470285395,NULL,1,NULL,active,AJF:TORO,1,"2023-11-10 05:19:12"
25791,Robusto,Robusto,"AJ Fernandez New World Connecticut Robusto",NULL,80.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,7150,87,80000085-1470285395,NULL,1,NULL,active,AJF:ROBUSTO,1,"2023-11-10 05:19:12"
25792,Toro,Toro,"AJ Fernandez New World Connecticut Toro",NULL,82.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,7150,87,80000086-1470285395,NULL,1,NULL,active,AJF:TORO,1,"2023-11-10 05:19:12"
25793,Toro,Toro,"AJ Fernandez New World Oscuro Toro",NULL,86.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,7151,87,80000087-1470285395,NULL,1,NULL,active,AJF:TORO,1,"2023-11-10 05:19:12"
25794,Robusto,Robusto,"AJ Fernandez New World Oscuro Robusto",NULL,84.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,7151,87,80000088-1470285395,NULL,1,NULL,active,AJF:ROBUSTO,1,"2023-11-10 05:19:12"
25795,Gordo,Gordo,"AJ Fernandez New World Oscuro Gordo",NULL,92.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,7151,87,80000089-1470285395,NULL,1,NULL,active,AJF:GORDO,1,"2023-11-10 05:19:12"
25796,Robusto,Robusto,"San Lotano Requiem Habano Robusto",NULL,85.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1249,7154,87,8000008A-1470285395,NULL,1,NULL,active,SANL:ROBUSTO,1,"2023-11-10 05:19:12"
25797,Toro,Toro,"San Lotano Requiem Habano Toro",NULL,90.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1249,7154,87,8000008B-1470285395,NULL,1,NULL,active,SANL:TORO,1,"2023-11-10 05:19:12"
25798,Apricot,Apricot,"Al Fakher 250g Apricot",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000C2-1470285399,NULL,0,NULL,active,APRIC,98,"2023-11-10 05:19:12"
25799,Banana,Banana,"Al Fakher 250g Banana",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000C3-1470285399,NULL,0,NULL,active,ALF:BANANA,98,"2023-11-10 05:19:12"
25800,Berry,Berry,"Al Fakher 250g Berry",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000C4-1470285399,NULL,0,NULL,active,BERR,98,"2023-11-10 05:19:12"
25801,Blueberry,Blueberry,"Al Fakher 250g Blueberry",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000C5-1470285399,NULL,0,NULL,active,ALF:BLUEBERRY,98,"2023-11-10 05:19:12"
25802,"Blueberry Mint","Blueberry Mint","Al Fakher 250g Blueberry Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000C6-1470285399,NULL,0,NULL,active,BLUEBERRYM,98,"2023-11-10 05:19:12"
25803,"Bubble Gum","Bubble Gum","Al Fakher 250g Bubble Gum",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000C7-1470285399,NULL,0,NULL,active,BUBBL,98,"2023-11-10 05:19:12"
25804,"Caffe Latte","Caffe Latte","Al Fakher 250g Caffe Latte",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000C8-1470285399,NULL,0,NULL,active,CAFFE,98,"2023-11-10 05:19:12"
25805,Cappuccino,Cappuccino,"Al Fakher 250g Cappuccino",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000C9-1470285399,NULL,0,NULL,active,CAP,98,"2023-11-10 05:19:12"
25806,Cardamom,Cardamom,"Al Fakher 250g Cardamom",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000CA-1470285399,NULL,0,NULL,active,CARD,98,"2023-11-10 05:19:12"
25807,Cherry,Cherry,"Al Fakher 250g Cherry",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000CB-1470285399,NULL,0,NULL,active,CHE,98,"2023-11-10 05:19:12"
25808,"Cherry Mint","Cherry Mint","Al Fakher 250g Cherry Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000CC-1470285399,NULL,0,NULL,active,CHERRYM,98,"2023-11-10 05:19:12"
25809,Chocolate,Chocolate,"Al Fakher 250g Chocolate",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000CD-1470285399,NULL,0,NULL,active,CHO,98,"2023-11-10 05:19:12"
25810,"Chocolate Mint","Chocolate Mint","Al Fakher 250g Chocolate Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000CE-1470285399,NULL,0,NULL,active,CHOC,98,"2023-11-10 05:19:12"
25811,Cinnamon,Cinnamon,"Al Fakher 250g Cinnamon",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000CF-1470285399,NULL,0,NULL,active,CINN,98,"2023-11-10 05:19:12"
25812,"Citrus Mint","Citrus Mint","Al Fakher 250g Citrus Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D0-1470285399,NULL,0,NULL,active,CIT,98,"2023-11-10 05:19:12"
25813,Cocktail,Cocktail,"Al Fakher 250g Cocktail",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D1-1470285400,NULL,0,NULL,active,COCK,98,"2023-11-10 05:19:12"
25814,Coconut,Coconut,"Al Fakher 250g Coconut",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D2-1470285400,NULL,0,NULL,active,COCO,98,"2023-11-10 05:19:12"
25815,Cola,Cola,"Al Fakher 250g Cola",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D3-1470285400,NULL,0,NULL,active,ALF:COLA,98,"2023-11-10 05:19:12"
25816,"Energy Drink","Energy Drink","Al Fakher 250g Energy Drink",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D4-1470285400,NULL,0,NULL,active,ENE,98,"2023-11-10 05:19:12"
25817,Fresh,Fresh,"Al Fakher 250g Fresh",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D5-1470285400,NULL,0,NULL,active,ALF:FRESH,98,"2023-11-10 05:19:12"
25818,Grape,Grape,"Al Fakher 250g Grape",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D6-1470285400,NULL,0,NULL,active,ALF:GRAPE,98,"2023-11-10 05:19:12"
25819,"Grape Berry","Grape Berry","Al Fakher 250g Grape Berry",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D7-1470285400,NULL,0,NULL,active,GRAPEB,98,"2023-11-10 05:19:12"
25820,"Grape Cream","Grape Cream","Al Fakher 250g Grape Cream",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D8-1470285400,NULL,0,NULL,active,GRAPEC,98,"2023-11-10 05:19:12"
25821,"Grape Mint","Grape Mint","Al Fakher 250g Grape Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000D9-1470285400,NULL,0,NULL,active,GRAPEMI,98,"2023-11-10 05:19:12"
25822,Grapefruit,Grapefruit,"Al Fakher 250g Grapefruit",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000DA-1470285400,NULL,0,NULL,active,GRAPEF,98,"2023-11-10 05:19:12"
25823,"Grapefruit Mint","Grapefruit Mint","Al Fakher 250g Grapefruit Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000DB-1470285400,NULL,0,NULL,active,GRAPEFR,98,"2023-11-10 05:19:12"
25824,Grenadine,Grenadine,"Al Fakher 250g Grenadine",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000DC-1470285400,NULL,0,NULL,active,GREN,98,"2023-11-10 05:19:12"
25825,Guava,Guava,"Al Fakher 250g Guava",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000DD-1470285400,NULL,0,NULL,active,GUA,98,"2023-11-10 05:19:12"
25826,Gum,Gum,"Al Fakher 250g Gum",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000DE-1470285400,NULL,0,NULL,active,ALF:GUM,98,"2023-11-10 05:19:12"
25827,"Gum Cinnamon","Gum Cinnamon","Al Fakher 250g Gum Cinnamon",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000DF-1470285400,NULL,0,NULL,active,GUMC,98,"2023-11-10 05:19:12"
25828,"Gum Mastic","Gum Mastic","Al Fakher 250g Gum Mastic",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E0-1470285400,NULL,0,NULL,active,GUMMA,98,"2023-11-10 05:19:12"
25829,"Gum Mint","Gum Mint","Al Fakher 250g Gum Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E1-1470285400,NULL,0,NULL,active,GUMMI,98,"2023-11-10 05:19:12"
25830,Honey,Honey,"Al Fakher 250g Honey",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E2-1470285400,NULL,0,NULL,active,ALF:HONEY,98,"2023-11-10 05:19:12"
25831,Jasmine,Jasmine,"Al Fakher 250g Jasmine",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E3-1470285401,NULL,0,NULL,active,JASM,98,"2023-11-10 05:19:12"
25832,Kiwi,Kiwi,"Al Fakher 250g Kiwi",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E4-1470285401,NULL,0,NULL,active,KIWI,98,"2023-11-10 05:19:12"
25833,Lemon,Lemon,"Al Fakher 250g Lemon",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E5-1470285401,NULL,0,NULL,active,LEM,98,"2023-11-10 05:19:12"
25834,"Lemon Mint","Lemon Mint","Al Fakher 250g Lemon Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E6-1470285401,NULL,0,NULL,active,LEMON,98,"2023-11-10 05:19:12"
25835,Licorice,Licorice,"Al Fakher 250g Licorice",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E7-1470285401,NULL,0,NULL,active,LIC,98,"2023-11-10 05:19:12"
25836,Mango,Mango,"Al Fakher 250g Mango",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E8-1470285401,NULL,0,NULL,active,MANG,98,"2023-11-10 05:19:12"
25837,Melon,Melon,"Al Fakher 250g Melon",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000E9-1470285401,NULL,0,NULL,active,ALF:MELON,98,"2023-11-10 05:19:12"
25838,Mint,Mint,"Al Fakher 250g Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000EA-1470285401,NULL,0,NULL,active,MINT,98,"2023-11-10 05:19:12"
25839,"Mint Cream","Mint Cream","Al Fakher 250g Mint Cream",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000EB-1470285401,NULL,0,NULL,active,MINTCR,98,"2023-11-10 05:19:12"
25840,Mojito,Mojito,"Al Fakher 250g Mojito",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000EC-1470285401,NULL,0,NULL,active,MOJ,98,"2023-11-10 05:19:12"
25841,Orange,Orange,"Al Fakher 250g Orange",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000ED-1470285401,NULL,0,NULL,active,ALF:ORANGE,98,"2023-11-10 05:19:12"
25842,"Orange Cream","Orange Cream","Al Fakher 250g Orange Cream",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000EE-1470285401,NULL,0,NULL,active,ORANGECR,98,"2023-11-10 05:19:12"
25843,"Orange Mint","Orange Mint","Al Fakher 250g Orange Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000EF-1470285401,NULL,0,NULL,active,ORANGEM,98,"2023-11-10 05:19:12"
25844,Peach,Peach,"Al Fakher 250g Peach",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F0-1470285401,NULL,0,NULL,active,ALF:PEACH,98,"2023-11-10 05:19:12"
25845,Pineapple,Pineapple,"Al Fakher 250g Pineapple",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F1-1470285401,NULL,0,NULL,active,PINEA,98,"2023-11-10 05:19:12"
25846,Plum,Plum,"Al Fakher 250g Plum",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F2-1470285401,NULL,0,NULL,active,PLUM,98,"2023-11-10 05:19:12"
25847,"Plum Mint","Plum Mint","Al Fakher 250g Plum Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F3-1470285401,NULL,0,NULL,active,PLUMMI,98,"2023-11-10 05:19:12"
25848,Rose,Rose,"Al Fakher 250g Rose",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F4-1470285402,NULL,0,NULL,active,ALF:ROSE,98,"2023-11-10 05:19:12"
25849,Strawberry,Strawberry,"Al Fakher 250g Strawberry",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F5-1470285402,NULL,0,NULL,active,ALF:STRAWBERRY,98,"2023-11-10 05:19:12"
25850,"Strawberry Cream","Strawberry Cream","Al Fakher 250g Strawberry Cream",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F6-1470285402,NULL,0,NULL,active,STRAWBERRYCR,98,"2023-11-10 05:19:12"
25851,"Two Apple","Two Apple","Al Fakher 250g Two Apple",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F7-1470285402,NULL,0,NULL,active,TWOA,98,"2023-11-10 05:19:12"
25852,"Two Apple Mint","Two Apple Mint","Al Fakher 250g Two Apple Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F8-1470285402,NULL,0,NULL,active,TWOAP,98,"2023-11-10 05:19:12"
25853,Vanilla,Vanilla,"Al Fakher 250g Vanilla",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000F9-1470285402,NULL,0,NULL,active,ALF:VANILLA,98,"2023-11-10 05:19:12"
25854,Watermelon,Watermelon,"Al Fakher 250g Watermelon",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000FA-1470285402,NULL,0,NULL,active,ALF:WATERMELON,98,"2023-11-10 05:19:12"
25855,"Watermelon Mint","Watermelon Mint","Al Fakher 250g Watermelon Mint",NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7014,89,800000FB-1470285402,NULL,0,NULL,active,WATERMELONMINT,98,"2023-11-10 05:19:12"
25856,Apple,Apple,"Al Fakher 50g Apple",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,800000FE-1470285402,NULL,1,NULL,active,ALF:APPLE,1,"2023-11-10 05:19:12"
25857,Apricot,Apricot,"Al Fakher 50g Apricot",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,800000FF-1470285402,NULL,1,NULL,active,APRICO,1,"2023-11-10 05:19:12"
25858,Banana,Banana,"Al Fakher 50g Banana",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000100-1470285402,NULL,1,NULL,active,ALF:BANANA,1,"2023-11-10 05:19:12"
25859,Berry,Berry,"Al Fakher 50g Berry",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000101-1470285402,NULL,1,NULL,active,ALF:BERRY,1,"2023-11-10 05:19:12"
25860,Blueberry,Blueberry,"Al Fakher 50g Blueberry",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000102-1470285402,NULL,1,NULL,active,ALF:BLUEBERRY,1,"2023-11-10 05:19:12"
25861,"Blueberry Mint","Blueberry Mint","Al Fakher 50g Blueberry Mint",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000103-1470285402,NULL,1,NULL,active,BLUEBERRYMI,1,"2023-11-10 05:19:12"
25862,"Bubble Gum","Bubble Gum","Al Fakher 50g Bubble Gum",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000104-1470285402,NULL,1,NULL,active,BUBBLE,1,"2023-11-10 05:19:12"
25863,"Caffe Latte","Caffe Latte","Al Fakher 50g Caffe Latte",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000105-1470285403,NULL,1,NULL,active,CAFFEL,1,"2023-11-10 05:19:12"
25864,Cappuccino,Cappuccino,"Al Fakher 50g Cappuccino",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000106-1470285403,NULL,1,NULL,active,CAPP,1,"2023-11-10 05:19:12"
25865,Cardamom,Cardamom,"Al Fakher 50g Cardamom",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000107-1470285403,NULL,1,NULL,active,CARDA,1,"2023-11-10 05:19:12"
25866,Cherry,Cherry,"Al Fakher 50g Cherry",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000108-1470285403,NULL,1,NULL,active,ALF:CHERRY,1,"2023-11-10 05:19:12"
25867,"Cherry Mint","Cherry Mint","Al Fakher 50g Cherry Mint",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,80000109-1470285403,NULL,1,NULL,active,CHERRYMI,1,"2023-11-10 05:19:12"
25868,Chocolate,Chocolate,"Al Fakher 50g Chocolate",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,8000010A-1470285403,NULL,1,NULL,active,CHOCO,1,"2023-11-10 05:19:12"
25869,"Chocolate Mint","Chocolate Mint","Al Fakher 50g Chocolate Mint",NULL,12.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,7015,89,8000010B-1470285403,NULL,1,NULL,active,CHOCOL,1,"2023-11-10 05:19:12"
