variety_id,alias,variety,variety_name,mfr_item,list_price,is_promo_item,promotion_code,measure,mfr_family,item_category_id,is_limited_edition,is_distributed,is_consignment,is_exclusive,brand_id,model_id,class_id,quickbook_variety_id,is_bo_available,is_active,is_online,status,abbreviation,updated_by,updated_date
33062,"Master Key Battery 650 mAH","Master Key Battery 650 mAH","Vape Accessories old Master Key Battery 650 mAH",NULL,10.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1133,9365,163,800032D5-1540230845,NULL,0,NULL,active,MASTERK,1,"2023-11-10 05:19:12"
33063,#1,#1,"Montesino Natural #1",NULL,91.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1278,7695,87,800032D6-1540243371,NULL,1,NULL,active,MONT:1,1,"2023-11-10 05:19:12"
33064,Diplomatico,Diplomatico,"Montesino Natural Diplomatico",NULL,81.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1278,7695,87,800032D7-1540243670,NULL,1,NULL,active,DIPLOMATIC,1,"2023-11-10 05:19:12"
33065,#2,#2,"Montesino Maduro #2",NULL,86.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1278,8438,87,800032D8-1540243968,NULL,1,NULL,active,MONT:2,1,"2023-11-10 05:19:12"
33066,"Napoleon Grande","Napoleon Grande","Montesino Natural Napoleon Grande",NULL,60.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1278,7695,87,800032D9-1540244131,NULL,1,NULL,active,NAPOL,1,"2023-11-10 05:19:12"
33067,Robusto,Robusto,"Montesino Natural Robusto",NULL,87.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1278,7695,87,800032DA-1540244212,NULL,1,NULL,active,MONT:ROBUSTO,1,"2023-11-10 05:19:12"
33068,Toro,Toro,"Montesino Natural Toro",NULL,97.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1278,7695,87,800032DB-1540244272,NULL,1,NULL,active,MONT:TORO,124,"2023-11-10 05:19:12"
33069,"Petit Corona","Petit Corona","Davidoff White Winston Churchill Petit Corona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1263,7593,87,800032DC-1540316129,NULL,0,NULL,perged,DAVI:PETITCORONA,1,"2023-11-10 05:19:12"
33070,Torpedo,Torpedo,"Gurkha Royal Challenge Natural Torpedo",NULL,83.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,7557,87,800032DF-1540398245,NULL,1,NULL,active,GUR:TORPEDO,1,"2023-11-10 05:19:12"
33071,Torpedo,Torpedo,"Gurkha Royal Challenge Maduro Torpedo",NULL,83.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,7558,87,800032E0-1540398333,NULL,1,NULL,active,GUR:TORPEDO,1,"2023-11-10 05:19:12"
33072,"Robusto Corto","Robusto Corto","Gurkha Heritage Natural Robusto Corto",NULL,72.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,7564,87,800032E1-1540398837,NULL,1,NULL,active,ROBUSTOCO,1,"2023-11-10 05:19:12"
33073,"#7 - Petit Lancero","#7 - Petit Lancero","My Father La Duena #7 - Petit Lancero",NULL,87.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1227,7343,87,800032E2-1540474218,NULL,1,NULL,active,7PE,1,"2023-11-10 05:19:12"
33074,"#9 - Petit Belicoso","#9 - Petit Belicoso","My Father La Duena #9 - Petit Belicoso",NULL,79.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1227,7343,87,800032E3-1540474421,NULL,1,NULL,active,9PE,1,"2023-11-10 05:19:12"
33075,"Toro Pack","Toro Pack","Camacho Corojo Toro Pack",NULL,97.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1113,7289,87,800032E4-1540485946,NULL,1,NULL,active,TOROPAC,1,"2023-11-10 05:19:12"
33076,Toro,Toro,"Camacho Connecticut Toro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1113,7022,87,800032E5-1540486018,NULL,0,NULL,perged,CAM:TORO,1,"2023-11-10 05:19:12"
33077,"Camacho Criollo Toro","Camacho Criollo Toro","Camacho Criollo Camacho Criollo Toro",NULL,15.60,0,NULL,Count,NULL,1,0,0,0,0,1113,7114,87,NULL,0,0,0,inactive,CAMAC,98,"2023-11-10 05:19:05"
33078,Jet,Jet,"MK. Lighters Jet",NULL,15.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1375,8802,101,800032E7-1540560243,NULL,1,NULL,active,JET,1,"2023-11-10 05:19:12"
33079,"CC VB Pipe Tobacco 3","CC VB Pipe Tobacco 3","Deleted Deactivate CC VB Pipe Tobacco 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,9240,94,800032E9-1540560970,NULL,0,NULL,perged,CCV,98,"2023-11-10 05:19:12"
33080,Gigante,Gigante,"Delicioso Whisky Gigante",NULL,124.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,8055,87,800032EA-1540564212,NULL,0,NULL,active,DEL:GIGANTE,1,"2023-11-10 05:19:12"
33081,Presidente,Presidente,"Delicioso Whisky Presidente",NULL,124.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,8055,87,800032EB-1540564402,NULL,0,NULL,active,DEL:PRESIDENTE,1,"2023-11-10 05:19:12"
33082,Toro,Toro,"Delicioso Whisky Toro",NULL,119.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,8055,87,800032EC-1540564486,NULL,0,NULL,active,DEL:TORO,1,"2023-11-10 05:19:12"
33083,"Connecticut Bundle","Connecticut Bundle","Deleted Folders/Items to 86 DONT USE Connecticut Bundle",NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,8620,87,800032ED-1540565837,NULL,0,NULL,active,CONNECTICUTBU,98,"2023-11-10 05:19:12"
33084,"Corojo Bundle","Corojo Bundle","Deleted Folders/Items to 86 DONT USE Corojo Bundle",NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,8620,87,800032EE-1540565912,NULL,0,NULL,active,COROJOB,98,"2023-11-10 05:19:12"
33085,"Maduro Bundle agan","Maduro Bundle agan","Deleted Folders/Items to 86 DONT USE Maduro Bundle agan",NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,8620,93,800032EF-1540565989,NULL,0,NULL,perged,MADUROBU,1,"2023-11-10 05:19:12"
33086,"Robusto Bundle","Robusto Bundle","Aganorsa Leaf Corojo Robusto Bundle",NULL,44.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7843,87,800032F0-1540566467,NULL,0,NULL,active,AGA:ROBUSTOBUNDLE,1,"2023-11-10 05:19:12"
33087,"Toro Bundle","Toro Bundle","Aganorsa Leaf Corojo Toro Bundle",NULL,46.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7843,87,800032F1-1540566602,NULL,0,NULL,active,TOROB,1,"2023-11-10 05:19:12"
33088,"Torpedo Bundle","Torpedo Bundle","Aganorsa Leaf Corojo Torpedo Bundle",NULL,51.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7843,87,800032F2-1540566704,NULL,0,NULL,active,TORPEDOBUND,1,"2023-11-10 05:19:12"
33089,"Petit Robusto","Petit Robusto","Aganorsa Leaf Secretos Del Arte Petit Robusto",NULL,150.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,8049,87,800032F4-1540568847,NULL,0,NULL,active,PETITROBUST,98,"2023-11-10 05:19:12"
33090,"Short Titan","Short Titan","Aganorsa Leaf Secretos Del Arte Short Titan",NULL,175.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,8049,87,800032F5-1540568972,NULL,0,NULL,active,SHORTTI,98,"2023-11-10 05:19:12"
33091,Toro,Toro,"Aganorsa Leaf Secretos Del Arte Toro",NULL,187.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,8049,87,800032F6-1540569152,NULL,0,NULL,active,AGA:TORO,98,"2023-11-10 05:19:12"
33092,Torpedo,Torpedo,"Aganorsa Leaf Secretos Del Arte Torpedo",NULL,162.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,8049,87,800032F7-1540569208,NULL,0,NULL,active,AGA:TORPEDO,98,"2023-11-10 05:19:12"
33093,"Toro Gordo","Toro Gordo","Aganorsa Leaf Secretos Del Arte Toro Gordo",NULL,175.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,8049,87,800032F8-1540569270,NULL,0,NULL,active,AGA:TOROGORDO,98,"2023-11-10 05:19:12"
33094,"Corona Viva","Corona Viva","Liga Privada No 9 Corona Viva",NULL,174.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1217,7051,87,800032F9-1540579160,NULL,1,NULL,active,CORONAVI,1,"2023-11-10 05:19:12"
33095,"Nasty Fritas","Nasty Fritas (50)","Liga Privada Fritas/Coronets Nasty Fritas (50)",NULL,175.00,0,NULL,Count,NULL,4,0,0,0,0,1217,9687,87,NULL,0,1,0,active,NAS,98,"2023-11-10 05:19:05"
33096,"Churchill Bundle","Churchill Bundle","Aganorsa Leaf Corojo Churchill Bundle",NULL,51.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7843,87,800032FB-1540841066,NULL,0,NULL,active,CHURCHILLBUND,1,"2023-11-10 05:19:12"
33097,"Presidente Bundle","Presidente Bundle","Aganorsa Leaf Corojo Presidente Bundle",NULL,53.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7843,87,800032FC-1540841205,NULL,0,NULL,active,PRESIDENTEB,1,"2023-11-10 05:19:12"
33098,"Viajante Bundle","Viajante Bundle","Aganorsa Leaf Corojo Viajante Bundle",NULL,56.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7843,87,800032FD-1540841289,NULL,0,NULL,active,VIA,1,"2023-11-10 05:19:12"
33099,"Toro Bundle","Toro Bundle","Aganorsa Leaf Maduro Toro Bundle",NULL,46.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7844,87,800032FE-1540841475,NULL,0,NULL,active,TOROBU,1,"2023-11-10 05:19:12"
33100,"Robusto Bundle","Robusto Bundle","Aganorsa Leaf Maduro Robusto Bundle",NULL,44.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7844,87,800032FF-1540841587,NULL,0,NULL,active,ROU,98,"2023-11-10 05:19:12"
33101,"Torpedo Bundle","Torpedo Bundle","Aganorsa Leaf Maduro Torpedo Bundle",NULL,51.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7844,87,80003300-1540841832,NULL,0,NULL,active,TORPEDOBUNDL,1,"2023-11-10 05:19:12"
33102,"Churchill Bundle","Churchill Bundle","Aganorsa Leaf Maduro Churchill Bundle",NULL,51.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7844,87,80003301-1540841913,NULL,0,NULL,active,CHURCHILLBUNDL,1,"2023-11-10 05:19:12"
33103,"Presidente Bundle","Presidente Bundle","Aganorsa Leaf Maduro Presidente Bundle",NULL,53.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7844,87,80003302-1540842018,NULL,0,NULL,active,PRESIDENTEBU,1,"2023-11-10 05:19:12"
33104,"Viajante Bundle","Viajante Bundle","Aganorsa Leaf Maduro Viajante Bundle",NULL,56.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7844,87,80003303-1540842125,NULL,0,NULL,active,VIAJ,1,"2023-11-10 05:19:12"
33105,"Robusto Bundle","Robusto Bundle","Aganorsa Leaf Connecticut Robusto Bundle",NULL,44.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7982,87,80003304-1540842364,NULL,0,NULL,active,AGA:ROBUSTOBUNDLE,1,"2023-11-10 05:19:12"
33106,"Toro Bundle","Toro Bundle","Aganorsa Leaf Connecticut Toro Bundle",NULL,46.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7982,87,80003305-1540842547,NULL,0,NULL,active,TOROBUN,1,"2023-11-10 05:19:12"
33107,"Torpedo Bundle","Torpedo Bundle","Aganorsa Leaf Connecticut Torpedo Bundle",NULL,51.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7982,87,80003306-1540842626,NULL,0,NULL,active,TORPEDOBUNDLE,1,"2023-11-10 05:19:12"
33108,"Churchill Bundle","Churchill Bundle","Aganorsa Leaf Connecticut Churchill Bundle",NULL,51.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7982,87,80003307-1540842687,NULL,0,NULL,active,CHURCHILLBUNDLE,1,"2023-11-10 05:19:12"
33109,"Presidente Bundle","Presidente Bundle","Aganorsa Leaf Connecticut Presidente Bundle",NULL,53.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7982,87,80003308-1540842762,NULL,0,NULL,active,PRESIDENTEBUN,1,"2023-11-10 05:19:12"
33110,"Viajante Bundle","Viajante Bundle","Aganorsa Leaf Connecticut Viajante Bundle",NULL,56.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,7982,87,80003309-1540842835,NULL,0,NULL,active,VIAJA,1,"2023-11-10 05:19:12"
33111,Presidente,Presidente,"Delicioso Pina Colada Presidente",NULL,124.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,8050,87,8000330B-1540924562,NULL,0,NULL,active,DEL:PRESIDENTE,1,"2023-11-10 05:19:12"
33112,Robusto,Robusto,"Delicioso Pina Colada Robusto",NULL,99.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,8050,87,8000330C-1540924647,NULL,0,NULL,active,DEL:ROBUSTO,1,"2023-11-10 05:19:12"
33113,Gigante,Gigante,"Delicioso Octoberfest Gigante",NULL,248.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,8051,87,8000330E-1540925677,NULL,0,NULL,active,DEL:GIGANTE,1,"2023-11-10 05:19:12"
33114,"Double Toro","Double Toro","Delicioso Octoberfest Double Toro",NULL,236.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,8051,87,8000330F-1540925776,NULL,0,NULL,active,DEL:DOUBLETORO,1,"2023-11-10 05:19:12"
33115,Toro,Toro,"Delicioso Octoberfest Toro",NULL,223.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,8051,87,80003310-1540925842,NULL,0,NULL,active,DEL:TORO,1,"2023-11-10 05:19:12"
33116,Supernatural,Supernatural,"Raw Cones Classic Supernatural",NULL,26.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1076,8615,108,80003311-1540928556,NULL,1,NULL,active,SUPERN,1,"2023-11-10 05:19:12"
33117,"Taste of the World Short","Taste of the World Short","Alec Bradley Samplers Taste of the World Short",NULL,23.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,7539,90,80003312-1540997617,NULL,1,NULL,active,TAS,1,"2023-11-10 05:19:12"
33118,"AB Samp Taste of world Selectio","AB Samp Taste of world Selectio","Alec Bradley Samplers AB Samp Taste of world Selectio",NULL,34.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,7539,90,80003313-1540997896,NULL,0,NULL,active,ABSAMP,1,"2023-11-10 05:19:12"
33119,Lancero,Lancero,"Tatuaje El Triunfador Lancero",NULL,125.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1242,8052,87,80003315-1541000995,NULL,1,NULL,active,TAT:LANCERO,1,"2023-11-10 05:19:12"
33120,Tubos,Tubos,"Deleted Folders/Items to 86 DONT USE Tubos",NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,8620,87,80003318-1541084480,NULL,0,NULL,active,TUBO,98,"2023-11-10 05:19:12"
33121,Tubos,Tubos,"Alec Bradley Connecticut Tubos",NULL,46.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,7259,87,80003319-1541084591,NULL,1,NULL,active,ALEC:TUBOS,1,"2023-11-10 05:19:12"
33122,"Toro Tubo","Toro Tubo","Alec Bradley Nica Puro Toro Tubo",NULL,51.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,7261,87,8000331A-1541084738,NULL,1,NULL,active,TOROTUB,1,"2023-11-10 05:19:12"
33123,Tubos,Tubos,"Alec Bradley Black Market Tubos",NULL,51.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,7119,87,8000331B-1541084797,NULL,1,NULL,active,ALEC:TUBOS,1,"2023-11-10 05:19:12"
33124,Tubos,Tubos,"Alec Bradley Tempus Natural Tubos",NULL,52.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,7266,87,8000331C-1541084855,NULL,1,NULL,active,ALEC:TUBOS,1,"2023-11-10 05:19:12"
33125,Tubos,Tubos,"Alec Bradley Prensado Tubos",NULL,64.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,7121,87,8000331D-1541084929,NULL,1,NULL,active,ALEC:TUBOS,1,"2023-11-10 05:19:12"
33126,Cheap,Cheap,"Neon Butane Lighters Cheap",NULL,4.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1096,8988,101,8000331F-1541087462,NULL,1,NULL,active,CHEAP,1,"2023-11-10 05:19:12"
33127,Cones,Cones,"Zig Zag Wraps Grape Cones",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1402,8924,99,80003320-1541087767,NULL,0,NULL,active,CONES,98,"2023-11-10 05:19:12"
33128,Robusto,Robusto,"Gurkha Classic Havana Robusto",NULL,107.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,7566,87,80003321-1541173300,NULL,1,NULL,active,GUR:ROBUSTO,1,"2023-11-10 05:19:12"
33129,Figurado,Figurado,"Gurkha Classic Havana Figurado",NULL,121.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,7566,87,80003322-1541177298,NULL,1,NULL,active,FIGUR,1,"2023-11-10 05:19:12"
33130,Robusto,Robusto,"Gurkha Prize Fighter Bundle Robusto",NULL,27.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,8053,87,80003324-1541177980,NULL,1,NULL,active,GUR:ROBUSTO,1,"2023-11-10 05:19:12"
33131,Toro,Toro,"Gurkha Prize Fighter Bundle Toro",NULL,28.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,8053,87,80003325-1541178067,NULL,1,NULL,active,GUR:TORO,1,"2023-11-10 05:19:12"
33132,XO,XO,"Gurkha Prize Fighter Bundle XO",NULL,32.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,8053,87,80003326-1541178150,NULL,1,NULL,active,GUR:XO,1,"2023-11-10 05:19:12"
33133,"12 Yr Orange Table Lighter","12 Yr Orange Table Lighter","Perdomo Merchandise 12 Yr Orange Table Lighter",NULL,37.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1226,9268,105,80003327-1541188199,NULL,1,NULL,active,12Y,1,"2023-11-10 05:19:12"
33134,Robusto,Robusto,"La Gloria Cubana Esteli Robusto",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1214,7972,87,NULL,0,1,0,inactive,LAG:ROBUSTO,98,"2023-11-10 05:19:12"
33135,Acrylic,Acrylic,"Panter Displays Acrylic",NULL,30.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1169,8054,124,8000332A-1541428088,NULL,1,NULL,active,ACR,1,"2023-11-10 05:19:12"
33136,Granada,"Granada Box (20)","CAO Nicaragua Granada Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1095,7984,87,NULL,0,1,0,inactive,GRANA,98,"2023-11-10 05:19:12"
33137,"Robusto Tubo","Robusto Tubo","Macanudo Inspirado Black Robusto Tubo",NULL,98.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1219,7453,87,8000332C-1541537937,NULL,1,NULL,active,MAC:ROBUSTOTUBO,1,"2023-11-10 05:19:12"
33138,Gordito,Gordito,"Isla Del Sol Original  (Sungrown) Gordito",NULL,55.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1206,7040,87,8000332D-1541609251,NULL,1,NULL,active,ISL:GORDITO,1,"2023-11-10 05:19:12"
33139,"Fat Molly","Fat Molly","Kentucky Fire Cured Sweets Fat Molly",NULL,39.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1275,8046,87,8000332E-1541609817,NULL,1,NULL,active,FATM,121,"2023-11-10 05:19:12"
33140,Nectar,Nectar,"Ambrosia Core Nectar",Q-01-06-001,101.99,0,NULL,Count,NULL,4,0,0,0,0,1142,8740,87,NULL,0,1,0,inactive,NEC,98,"2023-11-10 05:19:12"
33141,"Van Reef","Van Reef","Ambrosia Core Van Reef",NULL,112.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1142,8740,87,80003331-1541694879,NULL,1,NULL,active,VANR,1,"2023-11-10 05:19:12"
33142,Spice,Spice,"Ambrosia Core Spice",NULL,125.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1142,8740,87,80003332-1541694947,NULL,1,NULL,active,SPI,1,"2023-11-10 05:19:12"
33143,"Mother Earth","Mother Earth","Ambrosia Core Mother Earth",Q-01-06-003,129.68,0,NULL,Count,NULL,4,0,0,0,0,1142,8740,87,NULL,0,1,0,inactive,MOT,98,"2023-11-10 05:19:12"
33144,"Bait Fish","Bait Fish","Muwat Bundles Bait Fish",NULL,73.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1061,8743,87,80003334-1541695144,NULL,1,NULL,active,BAI,1,"2023-11-10 05:19:12"
33145,+11,+11,"Muwat Bundles +11",NULL,36.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1061,8743,87,80003335-1541695231,NULL,1,NULL,active,11,1,"2023-11-10 05:19:12"
33146,Nightcrawler,Nightcrawler,"Muwat Bundles Nightcrawler",NULL,31.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1061,8743,87,80003336-1541695309,NULL,1,NULL,active,NIG,1,"2023-11-10 05:19:12"
33147,Lancero,Lancero,"Joya De Nicaragua Antano 1970 Lancero",NULL,116.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1207,7042,87,80003337-1541695670,NULL,1,NULL,active,JOY:LANCERO,1,"2023-11-10 05:19:12"
33148,"Pack Sports","Pack Sports","Dutch Masters Honey Pack Sports",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1085,7176,93,80003338-1541696604,NULL,0,NULL,active,PACKSP,98,"2023-11-10 05:19:12"
33149,"Ring Master 5.0x64","Ring Master 5.0x64","EP Carrillo Inch Nicaragua Ring Master 5.0x64",NULL,150.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1259,9066,87,80003339-1541701075,NULL,1,NULL,active,RIN,1,"2023-11-10 05:19:12"
33150,"Ring Master 6.5x64","Ring Master 6.5x64","EP Carrillo Inch Nicaragua Ring Master 6.5x64",NULL,174.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1259,9066,87,8000333A-1541701191,NULL,1,NULL,active,RING,1,"2023-11-10 05:19:12"
33151,Rothschild,Rothschild,"Hoyo De Monterrey La Amistad Black Rothschild",NULL,NULL,0,NULL,Count,NULL,1,0,0,0,0,1126,7959,87,NULL,0,1,0,inactive,HOY:ROTHSCHILD,98,"2023-11-10 05:19:12"
33152,Brasil,Brasil,"Zino Cigarillos Brasil",NULL,40.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,8056,87,8000333E-1541787001,NULL,1,NULL,active,BRAS,124,"2023-11-10 05:19:12"
33153,Sumatra,Sumatra,"Zino Cigarillos Sumatra",NULL,40.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,8056,87,8000333F-1541787262,NULL,1,NULL,active,ZIN:SUMATRA,124,"2023-11-10 05:19:12"
33154,Mini,Mini,"Zino Cigarillos Mini",NULL,64.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,8056,87,80003340-1541787403,NULL,0,NULL,active,ZIN:MINI,106,"2023-11-10 05:19:12"
33155,"Double Grande Tubos","Double Grande Tubos","Zino Platinum Crown Double Grande Tubos",NULL,235.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,7427,87,80003341-1541788359,NULL,1,NULL,active,DOUBLEGR,1,"2023-11-10 05:19:12"
33156,"Platinum  XS","Platinum  XS","Zino Platinum Crown Platinum  XS",NULL,120.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,7427,87,80003342-1541797601,NULL,0,NULL,active,PLAT,98,"2023-11-10 05:19:12"
33157,Toro,Toro,"Caldwell Barba Ricochet Toro",NULL,154.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1173,8057,87,80003344-1542123779,NULL,1,NULL,active,CAL:TORO,1,"2023-11-10 05:19:12"
33158,Corona,Corona,"Caldwell Barba Ricochet Corona",NULL,123.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1173,8057,87,80003345-1542124051,NULL,1,NULL,active,CAL:CORONA,1,"2023-11-10 05:19:12"
33159,Robusto,Robusto,"Caldwell Barba Ricochet Robusto",NULL,136.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1173,8057,87,80003346-1542124231,NULL,1,NULL,active,CAL:ROBUSTO,1,"2023-11-10 05:19:12"
33160,Magnum,Magnum,"Caldwell Barba Ricochet Magnum",NULL,161.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1173,8057,87,80003347-1542124296,NULL,1,NULL,active,CAL:MAGNUM,1,"2023-11-10 05:19:12"
33161,"Green Roads Terpenes 300mg Asso","Green Roads Terpenes 300mg Asso","Green Roads Green Roads Edibles Green Roads Terpenes 300mg Asso",NULL,35.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1338,8091,122,80003348-1542208709,NULL,0,NULL,active,GREENR,1,"2023-11-10 05:19:12"
33162,"Smok Stick M17 Kit","Smok Stick M17 Kit","Smok Mods Smok Stick M17 Kit",NULL,13.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1342,8708,117,80003349-1542210928,NULL,0,NULL,active,SMO,1,"2023-11-10 05:19:12"
33163,"Honey Stick Dry Herb Vape Tank","Honey Stick Dry Herb Vape Tank","Vape Accessories old Honey Stick Dry Herb Vape Tank",NULL,17.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1133,9365,107,8000334A-1542212225,NULL,0,NULL,active,HONEYS,1,"2023-11-10 05:19:12"
