brand_gallery_id,brand_id,original_name,encrypted_name,file_path,width,height,size,default,for_web,order,status,updated_by,updated_date
311,1274,Screen-Shot-2021-04-14-at-11.42.40-PM-300x300.png,Screen-Shot-2021-04-14-at-11.42.40-PM-300x300.png,uploads/brand_gallery/Screen-Shot-2021-04-14-at-11.42.40-PM-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:21"
312,1275,KFCC-300x300.png,KFCC-300x300.png,uploads/brand_gallery/KFCC-300x300.png,NULL,NULL,NULL,1,0,0,active,124,"2023-01-04 14:15:53"
313,1059,zz-kristoff-generic-1-300x300.jpg,zz-kristoff-generic-1-300x300.jpg,uploads/brand_gallery/zz-kristoff-generic-1-300x300.jpg,NULL,NULL,NULL,1,0,0,active,106,"2022-05-02 05:44:21"
314,1280,Screenshot-2021-02-02-165624-300x218.jpg,Screenshot-2021-02-02-165624-300x218.jpg,uploads/brand_gallery/Screenshot-2021-02-02-165624-300x218.jpg,NULL,NULL,NULL,1,0,0,active,97,"2022-05-02 05:44:22"
315,1208,LAROMAC-300x300.png,LAROMAC-300x300.png,uploads/brand_gallery/LAROMAC-300x300.png,NULL,NULL,NULL,1,0,0,active,98,"2022-05-02 05:44:22"
316,1212,LAURORA-300x300.png,LAURORA-300x300.png,uploads/brand_gallery/LAURORA-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
317,1213,Screen-Shot-2021-04-14-at-11.32.45-PM-300x300.png,Screen-Shot-2021-04-14-at-11.32.45-PM-300x300.png,uploads/brand_gallery/Screen-Shot-2021-04-14-at-11.32.45-PM-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
318,1276,Screen-Shot-2021-04-14-at-11.32.00-PM-300x300.png,Screen-Shot-2021-04-14-at-11.32.00-PM-300x300.png,uploads/brand_gallery/Screen-Shot-2021-04-14-at-11.32.00-PM-300x300.png,NULL,NULL,NULL,1,0,NULL,perged,124,"2023-01-30 13:49:04"
319,1211,LFDOMI-300x300.png,LFDOMI-300x300.png,uploads/brand_gallery/LFDOMI-300x300.png,NULL,NULL,NULL,1,0,0,active,98,"2022-12-23 12:17:44"
320,1214,LAGLORI-300x300.png,LAGLORI-300x300.png,uploads/brand_gallery/LAGLORI-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
321,1215,LAVIJHB-300x300.png,LAVIJHB-300x300.png,uploads/brand_gallery/LAVIJHB-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
322,1062,LARUTAN-300x300.png,LARUTAN-300x300.png,uploads/brand_gallery/LARUTAN-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
323,1216,Screen-Shot-2021-04-14-at-11.25.54-PM.png,Screen-Shot-2021-04-14-at-11.25.54-PM.png,uploads/brand_gallery/Screen-Shot-2021-04-14-at-11.25.54-PM.png,NULL,NULL,NULL,1,0,0,active,97,"2022-05-02 05:44:22"
324,1151,LEAFBYO-300x300.png,LEAFBYO-300x300.png,uploads/brand_gallery/LEAFBYO-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
325,1217,LIGAPRV-300x300.png,LIGAPRV-300x300.png,uploads/brand_gallery/LIGAPRV-300x300.png,NULL,NULL,NULL,1,0,0,active,124,"2022-05-02 05:44:22"
326,1346,Screen-Shot-2021-04-14-at-11.18.33-PM-e1618456849709-300x300.png,Screen-Shot-2021-04-14-at-11.18.33-PM-e1618456849709-300x300.png,uploads/brand_gallery/Screen-Shot-2021-04-14-at-11.18.33-PM-e1618456849709-300x300.png,NULL,NULL,NULL,1,0,0,active,97,"2022-05-02 05:44:22"
327,1219,MACANUD-300x300.png,MACANUD-300x300.png,uploads/brand_gallery/MACANUD-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
328,1228,Screen-Shot-2021-04-14-at-11.15.20-PM-300x300.png,Screen-Shot-2021-04-14-at-11.15.20-PM-300x300.png,uploads/brand_gallery/Screen-Shot-2021-04-14-at-11.15.20-PM-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
329,1229,MICALLF-300x300.png,MICALLF-300x300.png,uploads/brand_gallery/MICALLF-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:22"
330,1087,MONTECR-300x300.png,MONTECR-300x300.png,uploads/brand_gallery/MONTECR-300x300.png,NULL,NULL,NULL,1,0,0,active,97,"2022-05-02 05:44:23"
331,1278,MONTESN-300x300.png,MONTESN-300x300.png,uploads/brand_gallery/MONTESN-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
332,1061,MUWAT-300x300.png,MUWAT-300x300.png,uploads/brand_gallery/MUWAT-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
333,1227,myfatherlogo-1600b-1-300x300.jpg,myfatherlogo-1600b-1-300x300.jpg,uploads/brand_gallery/myfatherlogo-1600b-1-300x300.jpg,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
334,1281,Nat_Sherman-1-300x300.jpg,Nat_Sherman-1-300x300.jpg,uploads/brand_gallery/Nat_Sherman-1-300x300.jpg,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
335,1166,Screen-Shot-2021-04-14-at-10.59.29-PM-300x300.png,Screen-Shot-2021-04-14-at-10.59.29-PM-300x300.png,uploads/brand_gallery/Screen-Shot-2021-04-14-at-10.59.29-PM-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
336,1078,NICARUS-300x300.png,NICARUS-300x300.png,uploads/brand_gallery/NICARUS-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
337,1283,ODYSSY-300x300.png,ODYSSY-300x300.png,uploads/brand_gallery/ODYSSY-300x300.png,NULL,NULL,NULL,1,0,0,active,124,"2022-05-02 05:44:23"
338,1203,oliva-2x_1_2-1-300x226.png,oliva-2x_1_2-1-300x226.png,uploads/brand_gallery/oliva-2x_1_2-1-300x226.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
339,1366,OMAROTZ-300x300.png,OMAROTZ-300x300.png,uploads/brand_gallery/OMAROTZ-300x300.png,NULL,NULL,NULL,0,0,NULL,perged,97,"2022-05-02 05:44:23"
340,1285,ONYX-300x300.png,ONYX-300x300.png,uploads/brand_gallery/ONYX-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
341,1313,opus-x-cigar-ring-300x192.jpg,opus-x-cigar-ring-300x192.jpg,uploads/brand_gallery/opus-x-cigar-ring-300x192.jpg,NULL,NULL,NULL,1,0,0,active,124,"2022-05-02 05:44:23"
342,1286,Logo-Oscar-Valladares-300x300.jpg,Logo-Oscar-Valladares-300x300.jpg,uploads/brand_gallery/Logo-Oscar-Valladares-300x300.jpg,NULL,NULL,NULL,1,0,0,active,124,"2023-01-24 15:04:58"
343,1288,Padron-Logo-1-300x300.png,Padron-Logo-1-300x300.png,uploads/brand_gallery/Padron-Logo-1-300x300.png,NULL,NULL,NULL,1,0,0,active,63,"2022-05-02 05:44:23"
344,1169,PANTER-300x300.png,PANTER-300x300.png,uploads/brand_gallery/PANTER-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:23"
345,1289,Screen-Shot-2021-04-14-at-10.55.09-PM-300x300.png,Screen-Shot-2021-04-14-at-10.55.09-PM-300x300.png,uploads/brand_gallery/Screen-Shot-2021-04-14-at-10.55.09-PM-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:24"
346,1225,PARTAGA-300x300.png,PARTAGA-300x300.png,uploads/brand_gallery/PARTAGA-300x300.png,NULL,NULL,NULL,1,0,0,active,124,"2023-03-14 10:03:55"
347,1226,perdomo-1-300x300.png,perdomo-1-300x300.png,uploads/brand_gallery/perdomo-1-300x300.png,NULL,NULL,NULL,1,0,NULL,active,1,"2022-05-02 05:44:24"
